지역,시기,연도,월,온열질환자수,기초생활수급자수,지역생산,녹지면적,하천면적,노인인구수,비만인구수,장애인수,성별_남,성별_여,재정자립도,인구밀도,응급의료기관당수용인원,인구수,기온,습도
전남구례군,Jun-18,2018,6,2,1305,553644,190655,10699499,83.837294,587,2858,13191,13926,6.3,61.18,26966,26966,27.27741929,95.38709677
전남구례군,Jul-18,2018,7,10,1300,553644,190655,10699499,83.551266,587,2853,13191,13926,6.3,61.18,26874,26874,24.58387106,98.70967742
전남구례군,Aug-18,2018,8,4,1298,553644,190655,10699499,83.311873,587,2846,13191,13926,6.3,61.18,26797,26797,29.11290323,93.03225806
전남구례군,Jun-19,2019,6,0,1397,575442,190683,10699499,84.343448,856,2819,12924,13639,6.4,59.93,26308,26308,28.5483871,84.16129032
전남구례군,Jul-19,2019,7,3,1399,575442,190683,10699499,84.02926,856,2817,12924,13639,6.4,59.93,26210,26210,29.58387084,94.61290323
전남구례군,Aug-19,2019,8,10,1412,575442,190683,10699499,83.840106,856,2825,12924,13639,6.4,59.93,26151,26151,30.65483868,94.67741935
전남구례군,Jun-20,2020,6,2,1481,584074,156719,10699499,86.852838,646,2809,12519,13200,7.3,58.07,25826,25826,30.75483881,93.25806452
전남구례군,Jul-20,2020,7,1,1486,584074,156719,10699499,86.651058,646,2812,12519,13200,7.3,58.07,25766,25766,29.6129031,94.06451613
전남구례군,Aug-20,2020,8,6,1495,584074,156719,10699499,86.415648,646,2802,12519,13200,7.3,58.07,25696,25696,30.28709652,94.41935484
전남구례군,Jun-21,2021,6,0,1549,594295,156719,10793346,88.619795,679,2752,12285,12950,7.2,56.97,25255,25255,29.98709684,94.64516129
전남구례군,Jul-21,2021,7,4,1561,594295,156719,10793346,88.360129,679,2753,12285,12950,7.2,56.97,25181,25181,29.09677413,93.93548387
전남구례군,Aug-21,2021,8,1,1567,594295,156719,10793346,88.289949,679,2745,12285,12950,7.2,56.97,25161,25161,29.38064487,91.83870968
전남나주시,Jun-14,2014,6,0,4689,3504818,1077589,34137374,224.405775,802,8456,45787,44882,13.6,149.05,90669,90669,29.29032242,94.87096774
전남나주시,Jul-14,2014,7,2,4683,3504818,1077589,34137374,219.9087,802,8454,45787,44882,13.6,149.05,88852,88852,29.77419374,95.77419355
전남나주시,Aug-14,2014,8,0,4667,3504818,1077589,34137374,219.629025,802,8439,45787,44882,13.6,149.05,88739,88739,29.148387,95.22580645
전남나주시,Jun-15,2015,6,0,4322,3842302,1079456,34137374,227.773055,818,8435,49486,48696,13.3,161.39,94945,94945,29.28709661,94.35483871
전남나주시,Jul-15,2015,7,1,4419,3842302,1079456,34137374,229.267632,818,8440,49486,48696,13.3,161.39,95568,95568,29.15161281,94.87096774
전남나주시,Aug-15,2015,8,3,4650,3842302,1079456,34137374,231.38355,818,8441,49486,48696,13.3,161.39,96450,96450,29.09032248,96.35483871
전남나주시,Jun-16,2016,6,0,4924,4061975,1075024,34137374,229.814792,783,8409,52528,51848,16.1,171.56,100312,100312,30.2000001,95.38709677
전남나주시,Jul-16,2016,7,2,4926,4061975,1075024,34137374,230.525002,783,8405,52528,51848,16.1,171.56,100622,100622,29.48709687,94.90322581
전남나주시,Aug-16,2016,8,2,4953,4061975,1075024,34137374,232.092046,783,8426,52528,51848,16.1,171.56,101306,101306,29.32580635,94.32258065
전남나주시,Jun-17,2017,6,1,4740,4286389,1073494,34137374,240.524067,838,8560,55396,54714,21.5,180.98,108393,108393,28.12580645,94
전남나주시,Jul-17,2017,7,0,4746,4286389,1073494,34137374,241.728984,838,8581,55396,54714,21.5,180.98,108936,108936,28.32903226,94.51612903
전남나주시,Aug-17,2017,8,1,4738,4286389,1073494,34137374,242.223821,838,8595,55396,54714,21.5,180.98,109159,109159,25.96451616,98.48387097
전남나주시,Jun-18,2018,6,0,4582,4381126,1080280,34137374,244.599012,758,8660,57274,56565,20.6,187.1,112356,112356,25.40333337,95.46666667
전남나주시,Jul-18,2018,7,4,4586,4381126,1080280,34137374,245.095368,758,8677,57274,56565,20.6,187.1,112584,112584,24.31666693,86.4
전남나주시,Aug-18,2018,8,4,4582,4381126,1080280,34137374,245.50029,758,8687,57274,56565,20.6,187.1,112770,112770,26.00333327,92.56666667
전남나주시,Jun-19,2019,6,0,5142,4903816,999526,34137374,249.84544,816,8683,57668,56996,18.4,188.47,114608,114608,27.37666663,94.33333333
전남나주시,Jul-19,2019,7,1,5121,4903816,999526,34137374,249.6645,816,8668,57668,56996,18.4,188.47,114525,114525,26.68999987,92.06666667
전남나주시,Aug-19,2019,8,3,5135,4903816,999526,34137374,249.5991,816,8676,57668,56996,18.4,188.47,114495,114495,26.53999973,93.3
전남나주시,Jun-20,2020,6,2,5555,4977373,940696,34137374,254.07456,843,8632,58194,57419,18.7,190.04,114448,114448,27.1033334,93.03333333
전남나주시,Jul-20,2020,7,0,5588,4977373,940696,34137374,253.89918,843,8618,58194,57419,18.7,190.04,114369,114369,26.08666663,93.96666667
전남나주시,Aug-20,2020,8,2,5606,4977373,940696,34137374,253.95024,843,8608,58194,57419,18.7,190.04,114392,114392,24.5433332,93.73333333
전남나주시,Jun-21,2021,6,0,6321,5064477,954478,34149788,264.018458,862,8572,58906,57820,18.1,191.84,116513,116513,25.1700002,91.36666667
전남나주시,Jul-21,2021,7,1,6316,5064477,954478,34149788,264.297176,862,8577,58906,57820,18.1,191.84,116636,116636,25.46333323,95.3
전남나주시,Aug-21,2021,8,0,6364,5064477,954478,34149788,264.37422,862,8582,58906,57820,18.1,191.84,116670,116670,25.60333333,94
전남담양군,Jun-14,2014,6,1,2057,1068561,587158,965132,127.802493,829,4033,23753,23424,9.7,103.67,47177,47177,25.38333307,92.56666667
전남담양군,Jul-14,2014,7,0,2058,1068561,587158,965132,128.070684,829,4036,23753,23424,9.7,103.67,47276,47276,25.69999993,91.2
전남담양군,Aug-14,2014,8,0,2054,1068561,587158,965132,127.862091,829,4029,23753,23424,9.7,103.67,47199,47199,25.4266665,93.33333333
전남담양군,Jun-15,2015,6,0,1938,1219135,587158,965132,130.433136,871,4019,23668,23341,10.4,103.31,46986,46986,25.74666683,95.13333333
전남담양군,Jul-15,2015,7,0,1954,1219135,587158,965132,130.23604,871,4029,23668,23341,10.4,103.31,46915,46915,26.77333353,94.26666667
전남담양군,Aug-15,2015,8,0,2053,1219135,587158,965132,130.113896,871,4026,23668,23341,10.4,103.31,46871,46871,25.8166668,95.06666667
전남담양군,Jun-16,2016,6,0,2108,1279622,691893,1015316,132.711054,842,4011,23723,23506,10.5,103.78,47161,47161,26.33333343,94
전남담양군,Jul-16,2016,7,2,2113,1279622,691893,1015316,132.8208,842,4008,23723,23506,10.5,103.78,47200,47200,24.26999993,94.93333333
전남담양군,Aug-16,2016,8,1,2122,1279622,691893,1015316,132.772962,842,4034,23723,23506,10.5,103.78,47183,47183,24.55333337,93.46666667
전남담양군,Jun-17,2017,6,0,2026,1255817,682041,1023901,134.945734,795,4062,23746,23539,11.5,103.9,47366,47366,22.08999997,98.93333333
전남담양군,Jul-17,2017,7,0,2016,1255817,682041,1023901,134.763398,795,4064,23746,23539,11.5,103.9,47302,47302,28.99354842,96.09677419
전남담양군,Aug-17,2017,8,1,2021,1255817,682041,1023901,134.544025,795,4063,23746,23539,11.5,103.9,47225,47225,27.64193548,91.03225806
전남담양군,Jun-18,2018,6,0,2009,1338706,705786,1023901,137.09301,647,4080,23683,23234,12,103.09,47111,47111,29.84516139,93.90322581
전남담양군,Jul-18,2018,7,1,1977,1338706,705786,1023901,136.80492,647,4087,23683,23234,12,103.09,47012,47012,30.87419355,95.32258065
전남담양군,Aug-18,2018,8,7,1994,1338706,705786,1023901,136.36551,647,4085,23683,23234,12,103.09,46861,46861,30.21612887,94.93548387
전남담양군,Jun-19,2019,6,0,2325,1424619,632867,1023901,137.7189,855,4059,23719,22816,12.3,102.25,46370,46370,30.04838713,95.19354839
전남담양군,Jul-19,2019,7,0,2291,1424619,632867,1023901,137.43081,855,4051,23719,22816,12.3,102.25,46273,46273,30.76129042,95.29032258
전남담양군,Aug-19,2019,8,8,2290,1424619,632867,1023901,137.27934,855,4042,23719,22816,12.3,102.25,46222,46222,29.63548371,96.03225806
전남담양군,Jun-20,2020,6,0,2312,1445988,674272,9176586,140.71352,824,4002,23502,22778,12.3,101.69,46045,46045,28.45483865,94.96774194
전남담양군,Jul-20,2020,7,0,2321,1445988,674272,9176586,140.69824,824,4003,23502,22778,12.3,101.69,46040,46040,28.98064529,93.41935484
전남담양군,Aug-20,2020,8,3,2325,1445988,674272,9176586,140.51488,824,3997,23502,22778,12.3,101.69,45980,45980,29.24838723,95.32258065
전남담양군,Jun-21,2021,6,1,2456,1471293,679562,9178803,146.451256,835,4019,23428,22752,10.6,101.47,46522,46522,29.34838697,94.32258065
전남담양군,Jul-21,2021,7,0,2447,1471293,679562,9178803,146.133308,835,4011,23428,22752,10.6,101.47,46421,46421,29.18387052,93.83870968
전남담양군,Aug-21,2021,8,0,2453,1471293,679562,9178803,145.796472,835,4010,23428,22752,10.6,101.47,46314,46314,29.41290345,91.06451613
전남목포시,Jun-14,2014,6,0,10932,3574629,893545,2973652,293.386743,862,13793,119322,119787,21.1,4720.44,39851.5,239109,29.19677429,93.51612903
전남목포시,Jul-14,2014,7,3,10945,3574629,893545,166723,293.460363,862,13811,119322,119787,21.1,4720.44,39861.5,239169,29.33548368,95.77419355
전남목포시,Aug-14,2014,8,5,10935,3574629,893545,166723,293.284902,862,13829,119322,119787,21.1,4720.44,39837.66667,239026,30.08064519,95.90322581
전남목포시,Jun-15,2015,6,3,10532,3797895,892062,166723,305.14701,890,13764,118975,119407,20.3,4621.6,39701.66667,238210,29.56129023,95.4516129
전남목포시,Jul-15,2015,7,14,10854,3797895,892062,166723,305.213622,890,13758,118975,119407,20.3,4621.6,39710.33333,238262,29.68709687,95.64516129
전남목포시,Aug-15,2015,8,13,11279,3797895,892062,166723,305.161101,890,13761,118975,119407,20.3,4621.6,39703.5,238221,28.10645187,94.90322581
전남목포시,Jun-16,2016,6,3,13485,3909811,892062,166723,317.506176,881,9970,118474,119265,20.7,4603.78,39728,238368,28.23225806,93.48387097
전남목포시,Jul-16,2016,7,20,13496,3909811,892062,166723,317.290392,881,13826,118474,119265,20.7,4603.78,39701,238206,25.49354848,98.90322581
전남목포시,Aug-16,2016,8,23,13449,3909811,892062,166723,316.925424,881,13818,118474,119265,20.7,4603.78,39655.33333,237932,31.54838716,94.83870968
전남목포시,Jun-17,2017,6,0,13198,4100412,895132,166723,329.486884,895,13895,116763,117616,21,4538.71,39252.66667,235516,30.98387116,81.74193548
전남목포시,Jul-17,2017,7,19,13215,4100412,895132,166723,329.253251,895,13893,116763,117616,21,4538.71,39224.83333,235349,32.26129019,93.16129032
전남목포시,Aug-17,2017,8,20,13251,4100412,895132,166723,328.767798,895,13888,116763,117616,21,4538.71,39167,235002,33.19032248,95.06451613
전남목포시,Jun-18,2018,6,5,13074,4222818,895695,166723,341.660096,860,13901,115729,116598,20.7,4499.85,38842.66667,233056,33.20645135,91.90322581
전남목포시,Jul-18,2018,7,49,13006,4222818,895695,166723,341.547214,860,13914,115729,116598,20.7,4499.85,38829.83333,232979,31.75806474,95
전남목포시,Aug-18,2018,8,30,13027,4222818,895695,166723,341.41674,860,13939,115729,116598,20.7,4499.85,38815,232890,32.60645197,94.83870968
전남목포시,Jun-19,2019,6,0,14491,4530502,876956,166723,352.884026,790,13951,114565,115296,18.7,4452.94,38465.66667,230794,31.941935,94.87096774
전남목포시,Jul-19,2019,7,2,14489,4530502,876956,166723,352.486486,790,13947,114565,115296,18.7,4452.94,38422.33333,230534,31.20322574,89.51612903
전남목포시,Aug-19,2019,8,8,14506,4530502,876956,166723,351.997206,790,13962,114565,115296,18.7,4452.94,38369,230214,31.50000029,92.09677419
전남목포시,Jun-20,2020,6,0,15485,4598460,787272,360791,370.418913,899,13982,111578,112466,19.2,4340.13,38038.5,228231,31.23870965,94.32258065
전남목포시,Jul-20,2020,7,0,15628,4598460,787272,360791,370.365354,899,13994,111578,112466,19.2,4340.13,38033,228198,32.03548384,93.03225806
전남목포시,Aug-20,2020,8,6,15693,4598460,787272,360791,368.218125,899,13968,111578,112466,19.2,4340.13,37812.5,226875,32.13548361,92.16129032
전남목포시,Jun-21,2021,6,3,17021,4678933,923409,242047,383.07759,898,13832,108808,109781,20,4231.55,36799,220794,32.51935526,89.5483871
전남목포시,Jul-21,2021,7,9,17051,4678933,923409,242047,382.357565,898,13824,108808,109781,20,4231.55,36729.83333,220379,31.39354858,92.90322581
전남목포시,Aug-21,2021,8,8,17130,4678933,923409,242047,381.60284,898,13823,108808,109781,20,4231.55,36657.33333,219944,31.49999997,95.4516129
전남무안군,Jun-14,2014,6,0,2542,2432476,652631,19191481,156.529536,788,6633,40869,40827,10.5,181.64,81696,81696,32.2870971,95.29032258
전남무안군,Jul-14,2014,7,0,2536,2432476,652631,19191481,154.61162,788,6629,40869,40827,10.5,181.64,80695,80695,31.03225826,94.41935484
전남무안군,Aug-14,2014,8,0,2544,2432476,652631,19191481,155.563872,788,6613,40869,40827,10.5,181.64,81192,81192,31.29032223,94.58064516
전남무안군,Jun-15,2015,6,0,2353,2560963,652631,19191481,157.534548,781,6539,41098,41138,10.6,182.85,82092,82092,30.70322548,91.51612903
전남무안군,Jul-15,2015,7,0,2409,2560963,652631,19191481,157.599794,781,6537,41098,41138,10.6,182.85,82126,82126,31.06451645,91.03225806
전남무안군,Aug-15,2015,8,0,2604,2560963,652631,19191481,157.45395,781,6520,41098,41138,10.6,182.85,82050,82050,28.96774194,97.87096774
전남무안군,Jun-16,2016,6,0,2826,2757494,652631,19191481,160.053829,782,6414,41153,40956,11.6,182.57,82121,82121,25.87333343,94.26666667
전남무안군,Jul-16,2016,7,0,2808,2757494,652631,19191481,160.164922,782,6415,41153,40956,11.6,182.57,82178,82178,23.90999993,87.3
전남무안군,Aug-16,2016,8,0,2852,2757494,652631,19191481,160.192208,782,6410,41153,40956,11.6,182.57,82192,82192,26.63999997,91.4
전남무안군,Jun-17,2017,6,0,2611,2795057,652631,19191481,163.189488,805,6425,41473,41399,12.7,184.27,82544,82544,28.74000007,97.46666667
전남무안군,Jul-17,2017,7,1,2603,2795057,652631,19191481,163.292292,805,6425,41473,41399,12.7,184.27,82596,82596,28.68333327,82.83333333
전남무안군,Aug-17,2017,8,0,2594,2795057,652631,19191481,163.219143,805,6419,41473,41399,12.7,184.27,82559,82559,28.27000007,99.53333333
전남무안군,Jun-18,2018,6,0,2545,2997313,652631,19191481,164.913168,799,6349,41104,40887,13.3,182.32,82292,82292,28.55,88.06666667
전남무안군,Jul-18,2018,7,1,2529,2997313,652631,19191481,164.700744,799,6337,41104,40887,13.3,182.32,82186,82186,27.5533331,86.96666667
전남무안군,Aug-18,2018,8,2,2518,2997313,652631,19191481,164.676696,799,6352,41104,40887,13.3,182.32,82174,82174,25.97333337,91.2
전남무안군,Jun-19,2019,6,2,2799,3217377,652631,19191481,167.0504,861,6318,40659,40446,11.9,180.35,81488,81488,26.81666687,87.2
전남무안군,Jul-19,2019,7,1,2783,3217377,652631,19191481,166.96635,861,6293,40659,40446,11.9,180.35,81447,81447,27.29000003,93.03333333
전남무안군,Aug-19,2019,8,4,2787,3217377,652631,19191481,166.66705,861,6299,40659,40446,11.9,180.35,81301,81301,27.65000013,94.56666667
전남무안군,Jun-20,2020,6,3,2914,3265638,635381,19191481,167.64748,888,6284,43254,42878,14.7,191.25,81620,81620,25.9633331,93.2
전남무안군,Jul-20,2020,7,0,2938,3265638,635381,19191481,167.446188,888,6278,43254,42878,14.7,191.25,81522,81522,26.7266666,89.66666667
전남무안군,Aug-20,2020,8,3,2950,3265638,635381,19191481,170.494324,888,6302,43254,42878,14.7,191.25,83006,83006,26.0466667,93.83333333
전남무안군,Jun-21,2021,6,0,3508,3322786,635381,19191481,177.58598,868,6356,45753,45354,11.8,202.27,88660,88660,26.4466668,95.13333333
전남무안군,Jul-21,2021,7,1,3491,3322786,635381,19191481,178.635552,868,6347,45753,45354,11.8,202.27,89184,89184,27.06,89.1
전남무안군,Aug-21,2021,8,2,3476,3322786,635381,19191481,179.619025,868,6350,45753,45354,11.8,202.27,89675,89675,26.55333327,89.2
전남보성군,Jun-14,2014,6,0,2460,846474,298748,5352800,149.070618,822,4598,22146,23736,5.8,69.15,22941,45882,26.92666673,95.5
전남보성군,Jul-14,2014,7,0,2468,846474,298748,5352800,149.759406,822,4592,22146,23736,5.8,69.15,23047,46094,25.3366666,91.76666667
전남보성군,Aug-14,2014,8,1,2469,846474,298748,5352800,149.652189,822,4605,22146,23736,5.8,69.15,23030.5,46061,25.3566666,89.96666667
전남보성군,Jun-15,2015,6,1,2314,811238,298748,5352800,150.886332,709,4542,21928,23421,5.7,68.32,22696.5,45393,23.1266666,98.9
전남보성군,Jul-15,2015,7,3,2368,811238,298748,5352800,150.553932,709,4536,21928,23421,5.7,68.32,22646.5,45293,30.04193545,98.80645161
전남보성군,Aug-15,2015,8,2,2507,811238,298748,5352800,150.533988,709,4533,21928,23421,5.7,68.32,22643.5,45287,28.25483887,96.19354839
전남보성군,Jun-16,2016,6,0,2560,858477,298748,5352800,152.303095,660,4506,21503,22966,6.6,66.99,22430.5,44861,30.43548381,96.90322581
전남보성군,Jul-16,2016,7,5,2560,858477,298748,5352800,152.19106,660,4529,21503,22966,6.6,66.99,22414,44828,32.12580623,98.58064516
전남보성군,Aug-16,2016,8,17,2565,858477,298748,5352800,151.83798,660,4534,21503,22966,6.6,66.99,22362,44724,31.99999961,94.06451613
전남보성군,Jun-17,2017,6,0,2415,855587,298748,5352800,153.560784,882,4561,21153,22602,6.6,65.91,22038,44076,31.21612919,100
전남보성군,Jul-17,2017,7,2,2422,855587,298748,5352800,153.473684,882,4561,21153,22602,6.6,65.91,22025.5,44051,31.32580632,93.77419355
전남보성군,Aug-17,2017,8,1,2437,855587,298748,5352800,153.254192,882,4556,21153,22602,6.6,65.91,21994,43988,30.60322606,95.12903226
전남보성군,Jun-18,2018,6,0,2329,942601,298748,5352800,154.961248,799,4555,20725,22078,5.8,64.46,21752,43504,29.53870961,96.48387097
전남보성군,Jul-18,2018,7,5,2318,942601,298748,5352800,154.530246,799,4561,20725,22078,5.8,64.46,21691.5,43383,30.06774184,94.22580645
전남보성군,Aug-18,2018,8,3,2313,942601,298748,5352800,153.938954,799,4551,20725,22078,5.8,64.46,21608.5,43217,30.98064539,97.16129032
전남보성군,Jun-19,2019,6,0,2500,996309,298748,5352800,154.208555,834,4510,20063,21357,5.3,62.38,21072.5,42145,30.80322571,98.4516129
전남보성군,Jul-19,2019,7,2,2487,996309,298748,5352800,153.849973,834,4495,20063,21357,5.3,62.38,21023.5,42047,30.10645161,98.4516129
전남보성군,Aug-19,2019,8,8,2486,996309,298748,5352800,153.301123,834,4486,20063,21357,5.3,62.38,20948.5,41897,30.52580642,93.58064516
전남보성군,Jun-20,2020,6,1,2596,1011254,21940,5352800,155.240688,884,4447,19719,20763,6.3,60.96,20469.5,40939,30.52258061,95.96774194
전남보성군,Jul-20,2020,7,1,2616,1011254,21940,5352800,154.812192,884,4443,19719,20763,6.3,60.96,20413,40826,30.24516116,98.64516129
전남보성군,Aug-20,2020,8,3,2635,1011254,21940,5352800,154.539168,884,4452,19719,20763,6.3,60.96,20377,40754,31.13548419,93.74193548
전남보성군,Jun-21,2021,6,0,2752,1028951,247761,5448071,156.36415,887,4415,19221,20154,6.4,59.29,19919,39838,30.42903232,94.80645161
전남보성군,Jul-21,2021,7,0,2738,1028951,247761,5448071,156.17575,887,4419,19221,20154,6.4,59.29,19895,39790,30.23548384,98.12903226
전남보성군,Aug-21,2021,8,0,2754,1028951,247761,5448071,155.95595,887,4408,19221,20154,6.4,59.29,19867,39734,29.63225787,97.70967742
전남순천시,Jun-14,2014,6,0,7524,5409377,2569804,15452848,350.088444,886,15478,138325,138863,18.3,304.47,46198,277188,29.51290323,92.83870968
전남순천시,Jul-14,2014,7,7,7504,5409377,2569804,15452848,350.277894,886,15457,138325,138863,18.3,304.47,46223,277338,26.05806455,99.12903226
전남순천시,Aug-14,2014,8,5,7511,5409377,2569804,15452848,350.272842,886,15432,138325,138863,18.3,304.47,46222.33333,277334,30.13548403,96.83870968
전남순천시,Jun-15,2015,6,1,6925,5391395,2569804,15452848,361.01856,854,15289,139163,139602,19,306.2,46213.33333,277280,29.12258045,87.09677419
전남순천시,Jul-15,2015,7,7,7104,5391395,2569804,15452848,362.31405,854,15321,139163,139602,19,306.2,46379.16667,278275,30.47419384,92.61290323
전남순천시,Aug-15,2015,8,6,7278,5391395,2569804,15452848,362.846568,854,15345,139163,139602,19,306.2,46447.33333,278684,31.74193571,96.64516129
전남순천시,Jun-16,2016,6,0,8252,5841618,2569804,15452848,374.4429,841,15472,138959,139589,19.5,305.77,46572.5,279435,32.51612906,89.93548387
전남순천시,Jul-16,2016,7,3,8234,5841618,2569804,15452848,374.85562,841,15492,138959,139589,19.5,305.77,46623.83333,279743,30.81290323,99.74193548
전남순천시,Aug-16,2016,8,11,8230,5841618,2569804,15452848,375.07672,841,15501,138959,139589,19.5,305.77,46651.33333,279908,30.30645158,95.03225806
전남순천시,Jun-17,2017,6,1,7652,5963037,2559371,15452848,388.683171,873,15711,139167,140164,19.5,306.63,56046.6,280233,30.01935458,97.06451613
전남순천시,Jul-17,2017,7,13,7632,5963037,2559371,15452848,388.795518,873,15725,139167,140164,19.5,306.63,56062.8,280314,30.59032242,90.67741935
전남순천시,Aug-17,2017,8,8,7653,5963037,2559371,15452848,388.834354,873,15730,139167,140164,19.5,306.63,56068.4,280342,30.19354832,92.25806452
전남순천시,Jun-18,2018,6,3,7392,6084240,2356926,14218832,400.647087,816,15864,139114,140275,21.1,306.69,55995.4,279977,30.20967716,96.41935484
전남순천시,Jul-18,2018,7,32,7370,6084240,2356926,14218832,400.773015,816,15879,139114,140275,21.1,306.69,56013,280065,31.54193568,97.67741935
전남순천시,Aug-18,2018,8,20,7395,6084240,2356926,14218832,401.432706,816,15906,139114,140275,21.1,306.69,56105.2,280526,30.08709658,97.41935484
전남순천시,Jun-19,2019,6,4,8222,6125012,2064489,14014108,415.35608,816,15943,139324,140274,18.9,306.89,56129.2,280646,31.46129019,93.80645161
전남순천시,Jul-19,2019,7,10,8191,6125012,2064489,14014108,415.4878,816,15937,139324,140274,18.9,306.89,56147,280735,29.67419345,96.35483871
전남순천시,Aug-19,2019,8,20,8249,6125012,2064489,14014108,415.71128,816,15952,139324,140274,18.9,306.89,56177.2,280886,30.07741906,95.58064516
전남순천시,Jun-20,2020,6,4,9066,6216887,1789211,14043598,433.104214,864,15936,140772,141417,19.2,309.75,56210.8,281054,30.77419345,93.74193548
전남순천시,Jul-20,2020,7,2,9159,6216887,1789211,14043598,433.585006,864,15942,140772,141417,19.2,309.75,56273.2,281366,30.05161306,95.19354839
전남순천시,Aug-20,2020,8,10,9226,6216887,1789211,14043598,434.560459,864,15965,140772,141417,19.2,309.75,56399.8,281999,29.43225803,98.87096774
전남순천시,Jun-21,2021,6,4,10457,6325683,1731187,14043598,452.032864,897,15983,140466,140970,18,308.95,70454,281816,29.82258061,94.41935484
전남순천시,Jul-21,2021,7,10,10460,6325683,1731187,14043598,452.140332,897,15984,140466,140970,18,308.95,70470.75,281883,29.85483881,88.41935484
전남순천시,Aug-21,2021,8,5,10519,6325683,1731187,14043598,452.132312,897,15964,140466,140970,18,308.95,46979.66667,281878,28.14516132,98.77419355
전남신안군,Jun-14,2014,6,0,2056,784408,910983,1787805,135.528206,784,4682,22969,20778,5.1,66.72,43747,43747,26.58666667,93.26666667
전남신안군,Jul-14,2014,7,0,2044,784408,910983,1787805,137.238302,784,4663,22969,20778,5.1,66.72,44299,44299,24.0133332,88.2
전남신안군,Aug-14,2014,8,0,2036,784408,910983,1787805,137.080304,784,4664,22969,20778,5.1,66.72,44248,44248,26.54000003,93.7
전남신안군,Jun-15,2015,6,0,1889,907897,910983,1787805,137.755692,810,4565,22825,20469,4.8,66.02,43566,43566,29.25333347,93.86666667
전남신안군,Jul-15,2015,7,0,1973,907897,910983,1787805,137.790474,810,4568,22825,20469,4.8,66.02,43577,43577,28.73,88.46666667
전남신안군,Aug-15,2015,8,0,2146,907897,910983,1787805,137.613402,810,4541,22825,20469,4.8,66.02,43521,43521,29.02666647,98.96666667
전남신안군,Jun-16,2016,6,0,2293,946734,20070,1787805,138.799332,799,4516,22555,20097,5.8,65.04,43092,43092,28.6400001,91.93333333
전남신안군,Jul-16,2016,7,0,2284,946734,20070,1787805,138.622177,799,4514,22555,20097,5.8,65.04,43037,43037,27.96333327,91.46666667
전남신안군,Aug-16,2016,8,0,2277,946734,20070,1787805,138.531989,799,4495,22555,20097,5.8,65.04,43009,43009,25.82666643,93.86666667
전남신안군,Jun-17,2017,6,0,2067,1013944,20070,1787805,140.0883,798,4470,22301,19769,5.8,64.14,42451,42451,26.90333333,94.43333333
전남신안군,Jul-17,2017,7,0,2054,1013944,20070,1787805,139.9101,798,4468,22301,19769,5.8,64.14,42397,42397,27.91666653,90.13333333
전남신안군,Aug-17,2017,8,0,2039,1013944,20070,1787805,139.7319,798,4471,22301,19769,5.8,64.14,42343,42343,27.89666663,96.53333333
전남신안군,Jun-18,2018,6,0,1909,1111474,20070,1787805,141.44716,773,4426,21915,19348,6,62.94,41960,41960,26.72999997,90.96666667
전남신안군,Jul-18,2018,7,1,1903,1111474,20070,1787805,141.116802,773,4427,21915,19348,6,62.94,41862,41862,27.04666673,91.66666667
전남신안군,Aug-18,2018,8,1,1888,1111474,20070,1787805,140.63812,773,4424,21915,19348,6,62.94,41720,41720,26.88333347,93.73333333
전남신안군,Jun-19,2019,6,0,2009,1047940,20070,1787805,141.0222,821,4387,21402,18872,6.2,61.43,40876,40876,27.28333337,94.23333333
전남신안군,Jul-19,2019,7,0,2022,1047940,20070,1787805,140.96355,821,4388,21402,18872,6.2,61.43,40859,40859,28.28000003,93.33333333
전남신안군,Aug-19,2019,8,6,2028,1047940,20070,1787805,140.72895,821,4383,21402,18872,6.2,61.43,40791,40791,27.21333343,95.83333333
전남신안군,Jun-20,2020,6,0,2043,1063659,80322,1787805,142.178544,834,4282,20769,18169,6.6,59.4,39582,39582,27.38666653,97.36666667
전남신안군,Jul-20,2020,7,0,2038,1063659,80322,1787805,141.84808,834,4282,20769,18169,6.6,59.4,39490,39490,25.58000013,95.66666667
전남신안군,Aug-20,2020,8,3,2040,1063659,80322,1787805,141.474512,834,4281,20769,18169,6.6,59.4,39386,39386,25.47000003,93.83333333
전남신안군,Jun-21,2021,6,0,2370,1082273,80322,1787805,144.341197,884,4217,20455,17762,6.4,58.29,38687,38687,23.43999997,98.13333333
전남신안군,Jul-21,2021,7,0,2354,1082273,80322,1787805,144.068834,884,4206,20455,17762,6.4,58.29,38614,38614,31.24516132,92.19354839
전남신안군,Aug-21,2021,8,3,2371,1082273,80322,1787805,143.833781,884,4210,20455,17762,6.4,58.29,38551,38551,29.69032248,92.03225806
전남여수시,Jun-14,2014,6,0,10184,23157237,2922208,2973652,421.805,815,18255,147346,143554,26.4,571.69,72725,290900,30.74516106,97.77419355
전남여수시,Jul-14,2014,7,3,10186,23157237,2922208,1621814,421.48745,815,18250,147346,143554,26.4,571.69,72670.25,290681,32.90645168,98.09677419
전남여수시,Aug-14,2014,8,4,10212,23157237,2922208,1621814,421.3352,815,18263,147346,143554,26.4,571.69,72644,290576,33.0967741,94.74193548
전남여수시,Jun-15,2015,6,0,9982,23847547,2926003,1829321,440.31657,854,18206,147088,143080,23.4,570.21,72659.5,290638,32.63548435,99.12903226
